Price,Levy,Prod. year,Category,Leather interior,Fuel type,Engine volume,Cylinders,Gear box type,Drive wheels,Color,Airbags,Make model,Mileage (mi)
29793,0,2005,Sedan,Yes,Petrol,3.5,4.0,Automatic,Rear,Black,0,MERCEDES-BENZ S 350,163421
18208,531,2012,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Grey,4,HYUNDAI Elantra,59443
34497,779,2013,Jeep,No,Petrol,2.5,4.0,Tiptronic,Front,White,12,TOYOTA RAV 4 Le,40607
6272,1522,2000,Goods wagon,No,Petrol,1.8,4.0,Manual,Front,Silver,0,OPEL Zafira,80778
4924,1282,2007,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,CHEVROLET Captiva,114284
4704,0,2000,Hatchback,No,Diesel,2.0 Turbo,4.0,Manual,Front,Red,2,OPEL Vectra b,6904
43576,1091,2016,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Silver,4,HYUNDAI H1,60353
7840,0,2001,Sedan,Yes,CNG,2,4.0,Manual,Rear,Black,4,MERCEDES-BENZ C 200,86992
28225,1079,2018,Jeep,No,Petrol,2,4.0,Automatic,Front,Grey,8,TOYOTA CHR,14913
2352,0,1998,Hatchback,No,Petrol,1.5,4.0,Manual,Front,Silver,2,MAZDA 323,186411
18817,738,2017,Hatchback,Yes,Petrol,1.4,4.0,Automatic,Front,Grey,0,CHEVROLET Cruze,18078
4861,382,2015,Sedan,Yes,Hybrid,2,4.0,Automatic,Front,Red,12,FORD Fusion,92403
13172,1399,2010,Jeep,Yes,Hybrid,3.5,6.0,Automatic,4x4,Silver,12,LEXUS RX 450,115578
37320,1055,2013,Sedan,Yes,Petrol,3.5,4.0,Tiptronic,4x4,Black,12,MERCEDES-BENZ E 350 ამგ,97431
39201,456,2015,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Grey,10,TOYOTA Camry,21748
36426,880,2018,Sedan,Yes,LPG,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,22148
8467,0,2006,Hatchback,No,Petrol,1.8,4.0,Manual,Front,Grey,4,HONDA Civic,155343
7840,0,2000,Coupe,Yes,Petrol,3.2,6.0,Tiptronic,Rear,Silver,4,MERCEDES-BENZ CLK 320,158450
12701,900,2015,Jeep,Yes,Petrol,2.4,4.0,Automatic,Front,White,12,HONDA Cr-v,72799
8154,781,2012,Jeep,Yes,Petrol,2.5,4.0,Automatic,4x4,Blue,0,SUBARU Forester,175015
46414,456,2015,Sedan,Yes,Hybrid,2.5,4.0,Tiptronic,Front,White,12,TOYOTA Avalon,39547
45160,798,2015,Jeep,Yes,Diesel,2.1,4.0,Automatic,4x4,White,12,MERCEDES-BENZ ML 250,122620
1176,639,2014,Hatchback,Yes,Petrol,2,4.0,Automatic,Front,Silver,12,MITSUBISHI Colt Lancer,84900
12231,0,2013,Coupe,No,Petrol,1.8,6.0,Manual,Front,Beige,0,HYUNDAI Elantra,47846
5802,988,2007,Hatchback,Yes,Hybrid,1.5,4.0,Variator,Front,Green,12,TOYOTA Prius,86992
2901,1277,2018,Sedan,Yes,Petrol,2.4,4.0,Automatic,Front,White,12,HYUNDAI Sonata,28269
1882,442,2017,Sedan,Yes,Hybrid,1.8,4.0,Automatic,Front,White,12,TOYOTA Prius,29622
22894,0,2010,Sedan,No,Petrol,4,12.0,Automatic,4x4,Blue,12,NISSAN Pathfinder,67792
11290,0,2013,Sedan,No,Hybrid,1.3,4.0,Automatic,Front,Silver,8,HONDA FIT,90099
6586,0,1997,Sedan,No,LPG,1.8,4.0,Manual,Rear,Green,2,BMW 318,167770
14426,0,2006,Sedan,Yes,Hybrid,2.4,4.0,Variator,Front,Grey,8,TOYOTA Camry,117315
36065,1051,2016,Jeep,Yes,Petrol,2.4,4.0,Variator,Front,Silver,12,MITSUBISHI Outlander,24233
27284,0,2014,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,Black,12,TOYOTA Camry SE,32311
21639,1091,2016,Jeep,No,Petrol,2.5,4.0,Variator,4x4,White,7,SUBARU Forester,21127
7840,790,2009,Hatchback,Yes,Petrol,1.6,4.0,Automatic,Front,Silver,4,HYUNDAI I30,86992
7840,0,1998,Sedan,No,CNG,2,4.0,Manual,Rear,Black,4,MERCEDES-BENZ E 200,111849
1646,1292,2016,Jeep,Yes,Petrol,3,6.0,Automatic,4x4,White,0,MERCEDES-BENZ GLE 350,36722
24198,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Tucson,77050
25365,502,2013,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Grey,4,HONDA FIT,21550
1725,777,2014,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Blue,12,CHEVROLET Malibu,192663
17249,586,2012,Sedan,No,Hybrid,1.8,4.0,Automatic,Front,White,8,TOYOTA Prius,13919
31361,639,2014,Sedan,Yes,Petrol,2.0 Turbo,4.0,Tiptronic,Front,White,12,HYUNDAI Sonata,38525
4704,1047,2007,Sedan,Yes,Diesel,1.6,4.0,Automatic,Front,Silver,4,HYUNDAI Elantra,33727
12720,645,2011,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Grey,4,CHEVROLET Cruze,84357
26372,640,2013,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Tucson,74896
13485,0,2003,Jeep,Yes,LPG,3,6.0,Tiptronic,4x4,Black,10,BMW X5,117439
25591,528,2014,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,86992
6429,1211,2010,Sedan,Yes,Petrol,3,6.0,Automatic,4x4,White,12,MERCEDES-BENZ C 300,67429
39829,1811,2010,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Black,0,LEXUS GX 460,96823
13172,1793,2011,Sedan,Yes,Diesel,5.5,8.0,Automatic,4x4,Black,12,MERCEDES-BENZ E 350,202450
8097,790,2009,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Black,4,DAEWOO Lacetti,80778
12388,919,2012,Jeep,Yes,Diesel,3,6.0,Automatic,4x4,Black,12,BMW X5,261469
18503,0,2012,Sedan,No,Hybrid,2,4.0,Automatic,Front,Silver,9,HYUNDAI Sonata,174282
12231,574,2010,Sedan,No,Hybrid,1.3,4.0,Variator,Front,Black,12,HONDA Insight,93206
17054,862,2011,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,Silver,4,HYUNDAI H1,147795
5300,0,2001,Universal,No,Petrol,2,4.0,Automatic,Front,Black,6,HONDA Stream,68972
9565,765,2015,Sedan,Yes,LPG,2,4.0,Automatic,Front,Orange,4,HYUNDAI Sonata,26098
24302,765,2015,Sedan,Yes,Diesel,2,4.0,Automatic,Front,Black,4,CHEVROLET Malibu,37666
18817,0,2009,Sedan,Yes,Petrol,2.4,4.0,Automatic,Front,Silver,12,TOYOTA Camry,143164
1960,777,2014,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Red,12,NISSAN Altima,79485
17249,1051,2016,Sedan,No,Petrol,2.4,4.0,Tiptronic,Front,Silver,10,HYUNDAI Sonata,47846
15530,891,2016,Sedan,Yes,LPG,2,4.0,Automatic,Front,Silver,4,HYUNDAI Sonata,173994
11290,891,2016,Sedan,Yes,LPG,2,4.0,Automatic,Front,Silver,4,HYUNDAI Sonata,168313
24148,0,2013,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,Sky blue,12,TOYOTA Prius,73322
10036,639,2014,Sedan,Yes,LPG,2,4.0,Automatic,Front,Silver,4,HYUNDAI Sonata,225476
18817,697,2015,Sedan,No,Petrol,1.8,4.0,Tiptronic,Front,Black,12,HYUNDAI Elantra,52817
10349,308,2014,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,Red,0,LEXUS CT 200h,82371
9252,765,2015,Sedan,Yes,LPG,2,4.0,Automatic,Front,Orange,4,HYUNDAI Sonata,243344
55823,930,2018,Jeep,Yes,Diesel,1.7,4.0,Automatic,Front,Black,4,HYUNDAI Tucson,23971
25089,0,2013,Sedan,Yes,Petrol,2.5,6.0,Tiptronic,Rear,Blue,12,TOYOTA Camry,82518
18669,862,2011,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Silver,4,HYUNDAI H1,32738
15053,1998,2001,Microbus,No,Diesel,2.4,4.0,Manual,Rear,White,2,FORD Transit,157335
10660,271,2014,Hatchback,Yes,Hybrid,1.5,4.0,Automatic,Front,Blue,4,HONDA FIT,47550
37000,891,2016,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,HYUNDAI Tucson,49710
18826,707,2011,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,SSANGYONG REXTON,115831
14583,1172,2011,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,Black,12,MERCEDES-BENZ E 350,143348
21012,0,2007,Minivan,No,Diesel,2.2 Turbo,4.0,Manual,Rear,Red,4,MERCEDES-BENZ Vito,177091
5645,706,2011,Hatchback,No,Petrol,0.7,3.0,Automatic,Front,Brown,2,MITSUBISHI I,57166
18826,836,2010,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,SSANGYONG Actyon,74565
22649,707,2011,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Tucson,88235
16590,862,2011,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,White,4,HYUNDAI H1,26355
31988,394,2014,Sedan,No,Hybrid,2.5,4.0,Automatic,Front,Grey,12,TOYOTA Camry,31690
8624,966,2009,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Grey,4,DAEWOO Lacetti,12427
21012,456,2015,Sedan,No,Hybrid,2.5,4.0,Variator,Front,Silver,0,TOYOTA Camry,55302
10663,1266,2014,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,White,8,HONDA FIT,70836
13485,1481,2006,Hatchback,No,Petrol,2.0 Turbo,4.0,Manual,Front,Black,8,VOLKSWAGEN GTI,100041
5331,0,2003,Hatchback,No,Petrol,1.3,4.0,Variator,Front,Sky blue,5,MITSUBISHI Colt,150116
7370,0,2000,Minivan,No,Petrol,1.8,4.0,Manual,Front,Silver,6,OPEL Zafira,161556
11900,1677,2003,Microbus,Yes,Diesel,2.0 Turbo,6.0,Manual,Front,Yellow,4,FORD Transit,121167
17249,697,2015,Sedan,Yes,Petrol,1.8 Turbo,4.0,Tiptronic,Front,Black,10,VOLKSWAGEN Jetta,34175
4391,0,2006,Jeep,No,Petrol,0.7,3.0,Manual,4x4,Silver,2,MITSUBISHI Pajero Mini,195110
17876,1661,2013,Hatchback,Yes,Hybrid,2,4.0,Tiptronic,Front,Silver,10,FORD C-MAX,74565
11604,0,2010,Hatchback,No,Hybrid,1.3,4.0,Tiptronic,Front,White,2,HONDA FIT,97555
13799,0,2005,Sedan,Yes,Petrol,4.8,8.0,Tiptronic,Rear,Black,12,BMW 750,149129
40769,1249,2017,Jeep,No,Petrol,2.5,4.0,Tiptronic,4x4,Black,12,TOYOTA RAV 4 s p o r t,47224
7997,1850,2008,Jeep,Yes,Hybrid,3.5,6.0,Automatic,Front,Black,12,LEXUS RX 400,152069
7840,0,1995,Sedan,No,Diesel,2.5,2.0,Manual,Front,White,2,MERCEDES-BENZ E 250,255333
14113,862,2011,Sedan,Yes,Petrol,2.5,4.0,Automatic,Front,Blue,12,VOLKSWAGEN Jetta,97431
11917,0,2011,Hatchback,No,Hybrid,1.3,4.0,Automatic,Front,Blue,8,HONDA FIT,116818
12777,640,2013,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Black,4,HYUNDAI Sonata,101009
18817,0,2013,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Red,12,TOYOTA Prius C,80778
23521,781,2012,Sedan,Yes,Hybrid,2.5,4.0,Variator,Front,Silver,10,TOYOTA Camry,51574
22580,1286,2010,Jeep,Yes,Petrol,3.2,6.0,Tiptronic,4x4,Grey,7,AUDI Q5,93454
12544,645,2011,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,Silver,12,TOYOTA Prius,176891
9722,473,2014,Sedan,No,Petrol,1.4 Turbo,4.0,Tiptronic,Front,Green,10,CHEVROLET Cruze,75186
3450,831,2011,Sedan,Yes,Hybrid,2.4,4.0,Automatic,Front,Grey,0,HYUNDAI Sonata,139404
1882,308,2014,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,Red,12,TOYOTA Prius,163664
15991,1408,2007,Microbus,No,Diesel,2.2 Turbo,4.0,Manual,Front,White,2,FORD Transit,173984
11133,394,2014,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Black,12,TOYOTA Camry,111462
34184,1058,2012,Sedan,Yes,Petrol,3.5,6.0,Automatic,Rear,Black,12,MERCEDES-BENZ E 350,82642
21169,781,2018,Sedan,No,Petrol,1.4 Turbo,4.0,Automatic,Front,Brown,8,CHEVROLET Cruze,15723
7495,1090,2008,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,CHEVROLET Captiva,44419
4861,645,2011,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,White,12,LEXUS CT 200h,59397
13485,765,2015,Sedan,Yes,LPG,2,4.0,Automatic,Front,Silver,4,HYUNDAI Sonata,44968
81539,1935,2016,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,White,0,LEXUS GX 460,96919
20005,531,2012,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Silver,4,HYUNDAI Elantra,91788
3000,0,2003,Goods wagon,No,Petrol,2.5,6.0,Tiptronic,4x4,Blue,6,SUBARU Outback,621
11917,0,2007,Sedan,No,Hybrid,2.4,4.0,Variator,Front,Grey,12,TOYOTA Camry,124274
84675,0,2018,Sedan,Yes,Petrol,2.0 Turbo,6.0,Tiptronic,Rear,Black,12,MERCEDES-BENZ GLC 300,2796
7840,0,1998,Sedan,No,CNG,2,4.0,Manual,Rear,Black,4,MERCEDES-BENZ E 200,111849
12570,761,2010,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Grey,4,CHEVROLET Lacetti,94630
17249,0,2004,Jeep,Yes,LPG,5.4,8.0,Automatic,4x4,Grey,6,LINCOLN Navigator,288316
2800,0,1988,Sedan,No,Diesel,2.4,6.0,Manual,Rear,Blue,4,BMW 325,283146
6899,0,1997,Sedan,No,CNG,1.8,4.0,Manual,Front,Black,4,MERCEDES-BENZ C 180,0
14009,595,2015,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Silver,4,TOYOTA Aqua,85345
8311,891,2016,Jeep,Yes,Petrol,2,4.0,Automatic,Front,White,0,MERCEDES-BENZ GLA 250,68074
23521,0,2014,Sedan,No,Petrol,1.8,4.0,Automatic,Front,Green,16,TOYOTA Corolla,24855
25716,891,2016,Sedan,Yes,Petrol,2.0 Turbo,4.0,Tiptronic,Front,Silver,12,FORD Fusion Titanium,40389
21730,831,2017,Sedan,Yes,LPG,1.6,4.0,Automatic,Front,Blue,4,HYUNDAI Elantra,20201
80911,1325,2019,Minivan,Yes,Diesel,2.5,4.0,Automatic,Front,Black,4,HYUNDAI H1,15870
19369,707,2011,Coupe,Yes,Petrol,2,4.0,Automatic,Front,Red,4,HYUNDAI Genesis,95474
12544,0,2000,Jeep,No,Petrol,1.3,4.0,Manual,4x4,Green,4,SUZUKI Jimny,77671
25299,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Grey,4,HYUNDAI Tucson,99419
7213,880,2018,Sedan,Yes,Diesel,1.6,4.0,Automatic,Front,Grey,12,CHEVROLET Cruze,17718
6899,531,2012,Hatchback,Yes,Petrol,1.6,4.0,Automatic,Front,Black,4,CHEVROLET Aveo,58982
8154,1451,2011,Jeep,Yes,Petrol,4.4,8.0,Automatic,4x4,Red,12,BMW X6,91762
18817,0,2011,Sedan,Yes,Hybrid,1.8,4.0,Tiptronic,Front,Silver,12,TOYOTA Prius,99419
61499,1077,2019,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Blue,4,HYUNDAI Tucson,756
17249,0,2010,Sedan,No,Hybrid,1.8,6.0,Automatic,Front,White,1,TOYOTA Prius,159071
9879,1267,2013,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Silver,6,TOYOTA Aqua S,85128
4000,0,1988,Sedan,Yes,Petrol,1.3,4.0,Manual,Rear,Green,6,VAZ 1111,621
17249,0,2011,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,Grey,6,TOYOTA Prius,87613
51225,1017,2017,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Silver,4,HYUNDAI Sonata,36297
49798,765,2015,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,HYUNDAI Santa FE,58132
17249,585,2013,Sedan,Yes,Petrol,1.8,4.0,Tiptronic,Front,Black,12,HYUNDAI Elantra,40265
29166,0,2014,Jeep,Yes,Petrol,2.0 Turbo,4.0,Tiptronic,4x4,Silver,8,FORD Escape,78914
79971,0,2017,Jeep,Yes,Petrol,2.0 Turbo,4.0,Tiptronic,Front,Beige,12,LEXUS NX 200,21748
11604,993,2006,Goods wagon,No,Diesel,1.3 Turbo,16.0,Manual,Front,Black,8,OPEL Astra,16777
15681,0,1977,Limousine,No,Petrol,2.4,6.0,Manual,Rear,Black,0,GAZ 32214,6904
2500,0,1995,Sedan,No,Petrol,2,4.0,Manual,Front,Blue,0,RENAULT Laguna,19884
2274,247,2014,Hatchback,Yes,Hybrid,1.3,4.0,Automatic,Front,Grey,0,HONDA Insight,93187
19444,0,2015,Sedan,Yes,Petrol,1.8 Turbo,4.0,Automatic,Front,Silver,8,VOLKSWAGEN Jetta,63628
43592,1714,2017,Jeep,Yes,Petrol,3.5,6.0,Automatic,Rear,Black,0,MERCEDES-BENZ GLE 350,24739
15367,878,2009,Hatchback,No,Hybrid,1.8,4.0,Variator,Front,Blue,8,TOYOTA Prius,108119
4861,1055,2013,Jeep,Yes,Petrol,3.5,6.0,Automatic,4x4,Black,12,TOYOTA Highlander,78047
14113,0,2013,Universal,No,Hybrid,1.3,4.0,Automatic,Front,White,4,HONDA Shuttle,93206
13564,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Grey,4,CHEVROLET Orlando,142027
17876,642,2012,Hatchback,No,Hybrid,2,4.0,Automatic,Front,Silver,10,FORD C-MAX,79663
10349,0,2002,Sedan,Yes,Petrol,2.4,6.0,Tiptronic,Rear,Black,12,MERCEDES-BENZ C 240,1243
15000,0,2008,Sedan,No,Petrol,3,6.0,Tiptronic,4x4,Black,8,SUBARU Legacy,85749
12544,0,2004,Sedan,Yes,Petrol,3.2,6.0,Tiptronic,Rear,Silver,8,MERCEDES-BENZ E 320,127692
5600,0,1996,Sedan,No,Petrol,1.8,4.0,Manual,Rear,Grey,2,BMW 318,621
14583,919,2012,Jeep,Yes,Diesel,3,6.0,Automatic,4x4,Black,0,BMW X5,142894
36827,1249,2017,Universal,Yes,Diesel,2.5,4.0,Automatic,Front,White,4,HYUNDAI H1,85128
21639,1172,2011,Sedan,Yes,Hybrid,3.5,6.0,Automatic,4x4,Grey,12,TOYOTA Highlander,228704
14113,0,2003,Minivan,No,LPG,3.5,6.0,Tiptronic,4x4,Golden,4,NISSAN Elgrand,96313
40340,730,2016,Jeep,Yes,Diesel,1.6,4.0,Automatic,Front,White,4,SSANGYONG Actyon,36830
10976,503,2012,Hatchback,No,Petrol,1.5,4.0,Tiptronic,Front,Grey,12,HONDA FIT,134216
25089,919,2012,Sedan,Yes,Petrol,3,6.0,Tiptronic,4x4,White,12,MERCEDES-BENZ C 300,53438
18688,707,2011,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Grey,4,HYUNDAI Santa FE,88959
69935,1646,2015,Jeep,Yes,Petrol,4.6,8.0,Automatic,4x4,Silver,0,LEXUS GX 470,169941
28830,629,2015,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,Silver,4,HYUNDAI Elantra,42404
42337,0,2006,Jeep,Yes,CNG,4.7,8.0,Automatic,4x4,Black,0,LEXUS GX 470,111847
23834,697,2012,Microbus,No,Diesel,2.2 Turbo,4.0,Manual,Front,White,2,FORD Transit,87613
16621,1172,2011,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,Silver,12,MERCEDES-BENZ E 350,74179
16000,0,2014,Hatchback,No,Hybrid,2,4.0,Automatic,Front,Grey,4,FORD C-MAX,169013
11917,530,2013,Sedan,Yes,Petrol,1.6,4.0,Automatic,Front,White,4,HYUNDAI Elantra,19692
13485,1018,2011,Sedan,Yes,Petrol,3,6.0,Tiptronic,4x4,Black,12,BMW 328 Xdrive,74565
15994,777,2014,Sedan,No,Petrol,2.5,4.0,Automatic,Front,Silver,0,TOYOTA Camry,894774
5175,0,1998,Sedan,Yes,CNG,2.4,4.0,Automatic,Rear,Black,2,MERCEDES-BENZ E 240,0
15367,0,2014,Sedan,Yes,LPG,3.7,6.0,Automatic,4x4,Grey,8,FORD Taurus,180198
15994,0,2011,Hatchback,No,Petrol,1.6,4.0,Manual,Front,Carnelian red,6,HYUNDAI Veloster,45733
11917,641,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Silver,4,CHEVROLET Orlando,49554
18817,609,2018,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,White,12,TOYOTA Camry,21784
1568,749,2014,Jeep,Yes,Petrol,2.4,4.0,Automatic,Front,Black,12,CHEVROLET Equinox,156284
21953,0,2013,Sedan,No,Hybrid,2.4 Turbo,2.0,Tiptronic,Front,Black,4,HYUNDAI Sonata,12427
13808,891,2016,Sedan,Yes,LPG,2,4.0,Automatic,Front,White,4,HYUNDAI Sonata,23740
16151,586,2012,Hatchback,No,Hybrid,1.8,4.0,Automatic,Front,Silver,8,TOYOTA Prius,68966
3300,0,2001,Hatchback,No,Petrol,1.2,4.0,Manual,Front,Purple,4,RENAULT Twingo,483
22947,836,2010,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Grey,4,HYUNDAI Tucson,106468
40769,919,2012,Sedan,Yes,Petrol,3,6.0,Tiptronic,Rear,Grey,12,BMW 535 M PAKET,36319
7840,585,2013,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,Silver,0,LEXUS CT 200h,41004
9408,0,1993,Jeep,No,CNG,3,6.0,Manual,4x4,Blue,0,MITSUBISHI Pajero,267190
25089,777,2014,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,Grey,12,TOYOTA Camry,77671
10976,0,1997,Sedan,Yes,Petrol,5,8.0,Automatic,Rear,Black,8,MERCEDES-BENZ S 500 long,103769
5488,394,2014,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,White,12,TOYOTA Camry,68225
5000,0,1997,Coupe,No,Petrol,1.8,4.0,Manual,Rear,Black,4,BMW 318,339054
9722,1111,2012,Hatchback,No,Petrol,1.3,4.0,Automatic,4x4,White,4,TOYOTA Vitz,80778
16621,1511,2010,Coupe,Yes,Petrol,3.8,4.0,Automatic,Front,Blue,4,HYUNDAI Genesis,94434
13956,603,2015,Jeep,Yes,Hybrid,3.5,6.0,Automatic,4x4,Black,12,LEXUS RX 450,89241
9418,765,2015,Sedan,Yes,Petrol,2,4.0,Automatic,Front,White,4,HYUNDAI Sonata,420559
24415,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,Black,4,SSANGYONG Korando,84190
3763,0,1989,Sedan,No,Petrol,2,6.0,Manual,Rear,White,0,BMW 520,123653
10036,0,2000,Sedan,Yes,Petrol,2.5,6.0,Tiptronic,Rear,Black,4,BMW 525,198839
1725,584,2014,Sedan,Yes,Petrol,1.8,4.0,Automatic,Front,Black,12,HYUNDAI Elantra,66583
5645,0,1997,Universal,No,Petrol,2,4.0,Manual,Front,White,4,OPEL Vectra,124274
10976,1266,2014,Sedan,No,Hybrid,1.5,4.0,Variator,Front,Silver,8,TOYOTA Corolla,62137
4547,1598,2008,Jeep,Yes,Diesel,3,6.0,Automatic,4x4,Silver,12,MERCEDES-BENZ ML 350,132972
21285,502,2013,Hatchback,Yes,Petrol,1.5,4.0,Automatic,Front,Blue,4,TOYOTA Aqua,32622
29793,1053,2014,Sedan,Yes,Diesel,3.5,6.0,Automatic,4x4,Black,12,MERCEDES-BENZ E 350,136099
19130,0,2010,Sedan,Yes,Petrol,2,4.0,Automatic,4x4,Silver,12,AUDI A4 premium,104390
1900,0,2001,Minivan,No,Petrol,2.2,5.0,Automatic,Front,Blue,6,FORD Galaxy,6904
35570,877,2017,Jeep,Yes,Diesel,1.7,4.0,Automatic,Front,White,4,HYUNDAI Tucson,60820
8781,503,2012,Hatchback,No,Hybrid,1.5,4.0,Automatic,Front,Black,10,TOYOTA Prius C,108740
12544,0,2010,Sedan,No,Petrol,2.4,4.0,Tiptronic,Front,Black,0,SUZUKI Kizashi,163518
24148,749,2014,Jeep,Yes,Petrol,2.4,4.0,Tiptronic,4x4,Red,8,HYUNDAI Tucson,79535
22580,308,2014,Sedan,Yes,Hybrid,1.8,4.0,Automatic,Front,Black,10,TOYOTA Prius,99419
4861,779,2013,Sedan,Yes,Hybrid,2.5,4.0,Automatic,Front,Blue,12,TOYOTA Camry,85041
12858,0,2008,Sedan,No,Hybrid,1.5,4.0,Variator,Front,Silver,8,TOYOTA Prius,130769
8154,1236,2011,Sedan,No,Petrol,1.3,4.0,Automatic,Front,Black,2,HONDA FIT,114954
1800,0,1998,Hatchback,No,Petrol,1.8,4.0,Automatic,Front,Red,4,VOLKSWAGEN Golf 4,18641
4861,333,2014,Sedan,Yes,Hybrid,2,4.0,Automatic,Front,Silver,0,FORD Fusion,85332
36065,1018,2011,Jeep,Yes,Petrol,3.0 Turbo,6.0,Tiptronic,4x4,Black,12,BMW X5,80530
17876,1077,2019,Jeep,Yes,Petrol,2,4.0,Automatic,Front,White,12,TOYOTA CHR,12408
18189,639,2014,Sedan,Yes,Diesel,2,4.0,Automatic,Rear,White,12,BMW 328,155648
24775,0,2013,Sedan,Yes,Petrol,1.6 Turbo,4.0,Tiptronic,Front,White,8,FORD Fusion,28583
15257,707,2011,Sedan,Yes,Petrol,2,4.0,Automatic,Front,Grey,4,HYUNDAI Sonata,101516
16900,1141,2009,Universal,No,Petrol,2.4,4.0,Automatic,4x4,Black,6,HONDA Element,74565
14740,397,2011,Hatchback,No,Petrol,1,4.0,Manual,Front,White,6,CITROEN C1,145214
10976,0,2004,Jeep,Yes,Petrol,2,4.0,Automatic,4x4,Beige,6,NISSAN X-Trail,75718
22825,642,2012,Jeep,Yes,Diesel,2,4.0,Automatic,Front,White,4,CHEVROLET Orlando,85397
12544,530,2013,Sedan,No,Petrol,1.6,4.0,Automatic,Front,Black,4,KIA RIO,85128
16935,353,2015,Hatchback,Yes,Hybrid,1.8,4.0,Automatic,Front,White,0,LEXUS CT 200h,58999
20385,0,2013,Coupe,Yes,Petrol,3.7,6.0,Manual,Rear,Black,12,FORD Mustang,69041
10976,0,1995,Jeep,No,Diesel,2.5 Turbo,4.0,Manual,4x4,Blue,0,LAND ROVER Discovery,124274
38213,1079,2018,Sedan,Yes,Petrol,2,4.0,Automatic,Front,White,4,HONDA Civic,0
44134,730,2016,Jeep,Yes,Diesel,1.6,4.0,Automatic,Front,White,4,SSANGYONG Actyon,30391
8467,0,2001,Sedan,Yes,Petrol,2.6,6.0,Tiptronic,Rear,Silver,8,MERCEDES-BENZ C 240,0
4391,0,1994,Sedan,No,Diesel,1.9 Turbo,4.0,Manual,Front,Black,1,VOLKSWAGEN Vento,52817
7213,0,2001,Coupe,No,Petrol,2,4.0,Tiptronic,Rear,Black,4,MERCEDES-BENZ C 200 2.0,113711
9565,784,2017,Sedan,Yes,Petrol,1.5,4.0,Automatic,Front,White,12,HONDA Civic,36215
12544,1024,2010,Sedan,Yes,Petrol,2.5,4.0,Tiptronic,Front,Silver,6,VOLKSWAGEN Jetta,68351
